timestep,reward,ep_len,wall_time
29984,-49.941852,84,45.98
30108,-149.514878,131,46.07
30220,32.923014,142,46.14
30468,-88.125173,128,46.32
30512,-49.632136,132,46.35
30620,-114.643566,100,46.43
30720,-46.203834,153,46.51
31108,-148.472242,97,46.80
31128,-216.963199,154,46.82
31204,-45.324049,184,46.88
31404,21.427188,196,47.02
31560,-283.963411,113,47.13
31688,-74.792825,71,47.23
31804,-271.509919,150,47.32
31888,-152.987933,190,47.38
32044,-132.426832,121,47.50
32160,-88.3942,118,47.59
32176,-87.304572,93,47.60
32388,-102.82867,125,47.75
32416,-67.134465,60,47.77
32440,-144.248912,99,47.79
32764,-100.435213,87,48.02
32852,-64.839302,116,55.66
32964,-24.025764,131,55.75
33012,-346.090961,213,55.79
33132,-59.054347,92,55.88
33248,-60.449601,99,55.97
33384,-180.453485,105,56.07
33408,-86.607069,69,56.09
33468,-176.295732,114,56.13
33656,-59.089805,102,56.27
33900,-44.128763,108,56.46
33920,-224.268137,134,56.48
33964,-70.716311,77,56.51
34176,-136.266197,192,56.67
34452,-210.731984,122,56.88
34476,-153.97523,144,56.90
34488,-61.455969,78,56.91
34692,-102.806657,193,57.06
34816,-102.441686,82,57.15
35008,-40.66093,139,57.30
35080,-77.971442,97,57.35
35128,-43.813235,163,57.39
35176,-74.67719,90,57.42
35564,-246.889481,109,57.72
35632,-39.35028,156,57.77
35648,-185.320851,142,57.78
35884,-170.908373,177,57.96
36236,-130.238779,147,58.27
36260,-177.998022,157,58.29
36300,-58.620526,184,58.33
36536,-114.35583,163,58.51
36548,-68.100535,72,58.51
36652,-121.765935,104,58.59
36936,-85.933117,159,58.81
37048,-37.387495,128,58.89
37124,-81.631239,144,58.95
37256,-46.329082,151,59.04
37384,-24.058301,112,59.13
37472,-73.966985,87,59.19
37496,-253.212119,112,59.21
37640,4.058858,96,59.31
37924,-227.637572,113,59.52
38044,-74.358271,165,59.62
38084,-39.066902,111,59.65
38232,-68.229887,184,59.76
38356,-101.353378,108,59.86
38760,-111.065209,179,60.17
38788,-171.325222,176,60.19
38808,-73.021624,113,60.21
38868,-87.317719,159,60.26
39268,-105.463385,127,60.56
39312,-96.772496,111,60.59
39348,-25.319317,140,60.62
39504,-70.741244,174,60.74
39660,-90.973378,98,60.85
39912,-169.788225,141,61.04
39936,-90.776314,156,61.06
40072,-267.79538,142,61.15
40336,-154.362426,169,61.36
40412,-31.630097,125,61.44
40508,-81.383581,143,61.51
40536,-71.322469,116,61.53
40672,-23.559146,84,61.63
40820,-7.800161,102,61.75
41132,-97.161612,115,69.38
41144,-52.693669,159,69.39
41176,-46.664519,89,69.42
41320,-243.454346,196,69.51
41568,-112.60965,109,69.71
41712,-56.371051,134,69.82
42016,-103.454777,218,70.05
42040,-28.858245,118,70.07
42096,-100.938032,194,70.11
42200,-27.689458,122,70.19
42516,-65.377672,119,70.43
42644,-87.216873,111,70.52
42716,-74.579658,155,70.58
42844,-61.237054,207,70.71
42948,-80.409565,108,70.80
43072,-52.653609,107,70.89
43172,-51.19864,82,70.97
43200,-120.182456,121,70.99
43352,35.132023,101,71.10
43612,12.508379,135,71.29
43752,-28.905629,100,71.40
43820,-27.922796,155,71.46
43840,-49.537651,167,71.47
44040,-25.397846,72,71.62
44232,-45.158683,155,71.76
44232,-35.723708,103,71.76
44432,-9.327221,148,71.91
44512,-29.268513,118,71.97
44668,-35.041805,109,72.10
44764,-92.582033,133,72.18
44984,-65.78976,118,72.39
45076,-203.300027,161,72.48
45240,-54.257524,119,72.64
45316,-78.149958,162,72.72
45628,-17.592206,97,73.02
45668,-41.977387,148,73.05
45704,-22.887358,180,73.08
46008,-97.133721,173,73.32
46196,-31.204863,132,73.46
46252,15.428334,137,73.51
46304,-37.56949,169,73.54
46456,-72.438137,112,73.66
46968,-290.65713,193,74.06
47084,-56.58246,208,74.16
47136,28.460251,208,74.20
47200,-60.629387,186,74.25
47408,-58.752376,81,74.44
47424,-76.708428,114,74.45
47632,-41.861442,108,74.61
47640,-78.760933,126,74.61
47788,-137.723861,91,74.72
48164,-132.187801,189,75.00
48232,-54.022014,150,75.05
48376,-15.899889,184,75.16
48560,-9.608045,193,75.30
48700,-34.312763,117,75.41
48840,-74.167474,116,75.52
48864,-46.539478,76,75.54
48948,50.765501,196,75.60
