timestep,reward,ep_len,wall_time
31664,-128.849689,91,58.70
31764,-332.413336,121,58.81
31820,-142.454756,117,58.86
31980,-94.849486,79,59.01
32056,-142.654696,105,59.07
32108,-161.734957,86,59.11
32220,-145.273368,100,59.24
32280,-88.72315,75,59.28
32448,-121.148061,85,59.43
32588,-92.428959,133,59.54
32612,-92.982685,83,59.56
32728,-199.527781,127,59.68
